id,display_order_id,total_amount,created_at,customer_id
12902,VIMP,2448,2024-08-27 11:40:56,138.0
12904,PB6V,1802,2024-08-27 12:22:20,91.0
12906,TOG4,425,2024-08-27 12:23:36,91.0
12907,ZFLI,3930,2024-08-27 12:34:27,203.0
12908,H4RL,3930,2024-08-27 12:34:46,203.0
12909,C1OH,3930,2024-08-27 12:35:10,203.0
12910,OZH6,2448,2024-08-27 12:35:29,138.0
12911,WG7W,2448,2024-08-27 12:35:46,138.0
12912,I6HS,3930,2024-08-27 12:36:09,203.0
12913,CPTZ,2448,2024-08-27 12:36:10,138.0
12915,HNDY,3930,2024-08-27 12:36:30,203.0
12917,JHKW,3930,2024-08-27 12:36:49,203.0
12918,KJ8O,2448,2024-08-27 12:37:12,138.0
12921,QAAX,2448,2024-08-27 12:37:29,138.0
12923,AMEU,2448,2024-08-27 12:37:51,138.0
12924,XB08,3930,2024-08-27 12:37:55,203.0
12928,UPAB,3930,2024-08-27 12:38:21,203.0
12929,UV5F,3930,2024-08-27 12:38:42,203.0
12931,DJNX,2448,2024-08-27 12:39:08,138.0
12933,JBM8,2448,2024-08-27 12:39:15,138.0
12937,PFHB,3930,2024-08-27 12:39:42,203.0
12939,MSZD,2448,2024-08-27 12:40:08,138.0
12940,OUQ3,3930,2024-08-27 12:40:09,203.0
12942,XUUJ,3930,2024-08-27 12:40:25,203.0
12944,CHSO,2448,2024-08-27 12:40:41,138.0
12945,XAJE,525,2024-08-27 14:27:04,1126.0
12946,3XKE,525,2024-08-27 15:14:12,1127.0
12947,HCLG,1840,2024-08-27 16:01:53,91.0
12948,HOY7,600,2024-08-27 16:02:28,1095.0
12949,YHLL,3170,2024-08-27 16:03:06,91.0
12950,VWDT,525,2024-08-27 16:09:49,91.0
12951,OLBQ,825,2024-08-27 16:10:30,91.0
12952,VNWO,1000,2024-08-27 16:12:34,1095.0
12971,BRHB,525,2024-08-28 05:07:22,91.0
12972,J0NL,4880,2024-08-28 05:16:41,1082.0
12973,47YX,7825,2024-08-28 05:26:50,1082.0
12976,7DFW,2285,2024-08-28 05:33:20,1082.0
12977,TYTF,4595,2024-08-28 07:40:27,1082.0
12978,PA85,800,2024-08-28 07:42:10,1095.0
12979,NH5W,3455,2024-08-28 07:44:17,1082.0
12980,EDLG,1200,2024-08-28 09:13:50,1088.0
12981,DPRY,1200,2024-08-28 09:14:36,43.0
12982,TYRM,400,2024-08-28 09:16:06,1088.0
12984,WK9F,1200,2024-08-28 12:26:11,1095.0
12985,2KTR,1800,2024-08-28 12:32:53,468.0
12986,3WRE,500,2024-08-28 12:39:52,1129.0
12987,INON,600,2024-08-28 12:42:03,1129.0
12988,ACFA,600,2024-08-28 12:43:08,1129.0
12989,IQ2I,600,2024-08-28 12:44:33,1095.0
12990,ZC6M,600,2024-08-28 12:45:34,1095.0
12991,UJ72,400,2024-08-28 12:47:25,1095.0
12992,XA0L,400,2024-08-28 12:50:17,1129.0
12993,BGJ7,600,2024-08-28 12:54:46,1096.0
12994,2GEC,600,2024-08-28 12:55:51,1096.0
12995,JB7N,600,2024-08-28 12:56:49,1096.0
12996,EDKI,600,2024-08-28 13:03:06,1088.0
12997,YMUQ,600,2024-08-28 13:04:55,1088.0
12998,947U,600,2024-08-28 13:07:31,1088.0
12999,SEQK,600,2024-08-28 13:14:06,1088.0
13000,WMM3,2300,2024-08-28 13:21:55,1088.0
13001,HAX9,300,2024-08-28 13:23:39,1088.0
13002,RXY3,600,2024-08-28 13:25:39,1088.0
13003,NNWT,525,2024-08-30 09:23:08,91.0
13005,TMCQ,6115,2024-08-30 19:29:02,93.0
13006,8NKA,2268,2024-08-30 19:33:45,93.0
13007,Q9UM,525,2024-08-30 19:38:40,512.0
13008,N6TB,825,2024-08-30 19:39:28,512.0
13009,YCYC,1525,2024-08-30 19:40:09,512.0
13010,NQW2,825,2024-08-30 19:41:31,512.0
13011,Q3JO,1365,2024-08-30 19:42:46,512.0
13012,D4C1,4785,2024-08-31 10:04:38,91.0
13013,XUB8,2315,2024-08-31 12:08:49,91.0
13014,YDCV,525,2024-08-31 12:09:57,91.0
13015,WNCV,1840,2024-08-31 12:11:13,91.0
13016,CJWL,625,2024-08-31 16:20:12,1131.0
13017,YYMG,425,2024-09-01 19:31:11,93.0
13018,AXRU,3455,2024-09-02 07:29:53,93.0
13019,VVF7,625,2024-09-02 07:51:45,1133.0
13020,8M5T,1175,2024-09-02 08:01:44,1134.0
13021,8G7U,6466,2024-09-02 08:04:20,93.0
13022,XG0B,3455,2024-09-02 09:00:03,1135.0
13023,XQHQ,525,2024-09-02 13:36:16,1136.0
13024,TD7W,2505,2024-09-02 13:40:55,1137.0
13025,0PJB,825,2024-09-02 13:46:22,1138.0
13026,RXQB,825,2024-09-02 13:58:52,1139.0
13028,NQDI,825,2024-09-02 14:02:39,468.0
13029,AXCM,525,2024-09-02 14:20:46,468.0
13030,SVEK,825,2024-09-02 14:24:38,1140.0
13031,Q8WX,525,2024-09-02 14:29:33,1141.0
13033,4MTT,3930,2024-09-03 07:17:38,203.0
13034,HTII,3930,2024-09-03 07:17:49,203.0
13035,DDXX,3930,2024-09-03 07:18:04,203.0
13036,NQPJ,3930,2024-09-03 07:18:15,203.0
13037,E4IL,3930,2024-09-03 07:18:28,203.0
13038,PF3T,3930,2024-09-03 07:18:38,203.0
13039,4JOB,3930,2024-09-03 07:18:51,203.0
13040,1WFT,3930,2024-09-03 07:19:00,203.0
13041,6YQA,3930,2024-09-03 07:19:16,203.0
13042,OZCJ,3930,2024-09-03 07:19:29,203.0
13043,GRWI,2448,2024-09-03 07:19:38,138.0
13044,LFVF,2448,2024-09-03 07:19:58,138.0
13045,OTUX,2448,2024-09-03 07:20:19,138.0
13046,KQYA,2448,2024-09-03 07:20:34,138.0
13047,P1IL,2448,2024-09-03 07:20:49,138.0
13048,6ZZZ,2448,2024-09-03 07:21:07,138.0
13049,AZGY,2448,2024-09-03 07:21:29,138.0
13050,NTEE,2448,2024-09-03 07:21:41,138.0
13051,ZSWW,2448,2024-09-03 07:22:00,138.0
13052,LG1H,2448,2024-09-03 07:22:22,138.0
13053,1G9V,525,2024-09-03 07:31:43,91.0
13054,WZO9,1365,2024-09-03 07:32:35,91.0
13055,HAZM,525,2024-09-03 11:33:59,1071.0
13056,O8CU,1365,2024-09-04 05:10:21,1142.0
13057,LDX4,1365,2024-09-04 05:13:48,1143.0
13058,UA4K,825,2024-09-04 05:38:22,1144.0
13061,GMII,1125,2024-09-04 05:49:46,1145.0
13062,C2LI,525,2024-09-04 05:52:23,1146.0
13063,BRGB,5675,2024-09-04 08:59:25,1071.0
13064,EQNO,525,2024-09-04 09:32:57,1071.0
13065,UBNN,1525,2024-09-04 09:56:11,1071.0
13066,IUW9,1365,2024-09-04 10:25:01,1071.0
13067,LKN5,425,2024-09-04 10:48:28,1071.0
13068,HGX2,1175,2024-09-04 11:57:10,1147.0
13069,ZDXV,525,2024-09-04 14:36:45,93.0
13071,0VM6,425,2024-09-04 14:42:52,93.0
13073,P1ER,1878,2024-09-04 14:46:18,91.0
13074,V4RE,1525,2024-09-04 14:55:36,91.0
13075,WIKP,825,2024-09-04 14:57:08,1148.0
13076,3OTI,1525,2024-09-04 14:58:13,782.0
13080,CNF5,1650,2024-09-04 15:08:17,93.0
13081,L4U4,600,2024-09-04 15:20:17,1095.0
13082,DPFY,300,2024-09-04 15:22:08,782.0
13083,Y43P,1000,2024-09-04 15:23:53,1151.0
13084,69X6,525,2024-09-04 15:27:02,91.0
13085,LC7Y,1175,2024-09-04 15:27:50,91.0
13086,PGDC,1175,2024-09-04 15:29:23,1152.0
13087,PNQZ,2448,2024-09-04 15:42:04,138.0
13088,FAPL,3930,2024-09-04 15:42:09,203.0
13089,H273,3930,2024-09-04 15:42:18,203.0
13090,JFT1,2448,2024-09-04 15:42:26,138.0
13091,S8YL,3930,2024-09-04 15:42:32,203.0
13092,AK1Z,3930,2024-09-04 15:42:38,203.0
13093,DENK,2448,2024-09-04 15:42:39,138.0
13094,RWLO,3930,2024-09-04 15:42:55,203.0
13095,OUML,2448,2024-09-04 15:42:58,138.0
13096,RSL7,3930,2024-09-04 15:43:09,203.0
13097,KNVS,2448,2024-09-04 15:43:23,138.0
13098,3PYB,3930,2024-09-04 15:43:26,203.0
13099,HFKD,3930,2024-09-04 15:43:39,203.0
13100,7Z9V,3930,2024-09-04 15:43:39,203.0
13101,TKXO,2448,2024-09-04 15:43:39,138.0
13102,XVNO,2448,2024-09-04 15:43:55,138.0
13103,BNCS,3930,2024-09-04 15:43:55,203.0
13104,I6JX,2448,2024-09-04 15:44:15,138.0
13105,JEGM,2448,2024-09-04 15:44:33,138.0
13106,AEVI,2448,2024-09-04 15:44:44,138.0
13107,AI8X,825,2024-09-04 18:07:29,468.0
13108,INTY,425,2024-09-04 18:20:21,93.0
13109,KTHV,1365,2024-09-05 04:15:21,468.0
13110,V1P0,825,2024-09-05 04:18:24,468.0
13111,MZXH,825,2024-09-05 04:19:43,468.0
11786,LJDG,2448,2024-08-23 08:00:35,138.0
11787,KN8N,3930,2024-08-23 08:00:51,203.0
11790,HB1Z,3930,2024-08-23 08:01:21,203.0
11791,Z58G,2448,2024-08-23 08:01:33,138.0
11793,QIU3,2448,2024-08-23 08:01:54,138.0
11795,GHZ3,2448,2024-08-23 08:02:14,138.0
11797,AWG2,3930,2024-08-23 08:02:15,203.0
11798,NU6S,3930,2024-08-23 08:02:26,203.0
11802,5QVF,3930,2024-08-23 08:02:55,203.0
11804,VTTI,2448,2024-08-23 08:03:20,138.0
11806,OAQA,2448,2024-08-23 08:03:32,138.0
11807,1CJ4,2448,2024-08-23 08:03:48,138.0
11808,IQ1W,3930,2024-08-23 08:03:52,203.0
11811,P6G9,3930,2024-08-23 08:04:09,203.0
11814,RTOL,3930,2024-08-23 08:04:32,203.0
11816,DSUW,2448,2024-08-23 08:04:48,138.0
11818,5DVR,2448,2024-08-23 08:05:09,138.0
11819,CUKG,2448,2024-08-23 08:05:32,138.0
11821,C2TO,3930,2024-08-23 08:05:40,203.0
11825,YOR9,3930,2024-08-23 08:05:57,203.0
11827,CUSO,3930,2024-08-23 08:06:25,203.0
11828,RLKF,2448,2024-08-23 08:06:26,138.0
11830,B6TN,2448,2024-08-23 08:06:43,138.0
11833,QHQC,2448,2024-08-23 08:07:08,138.0
11834,KCGM,3930,2024-08-23 08:07:16,203.0
11836,V5ZC,3930,2024-08-23 08:07:29,203.0
11838,KOTY,1802,2024-08-23 08:28:53,1082.0
11839,UKRD,1802,2024-08-23 08:31:43,1082.0
11872,LG4O,1650,2024-08-23 10:47:37,1082.0
11896,8EOC,4595,2024-08-23 11:55:46,1082.0
11899,GPEE,4300,2024-08-23 12:04:27,761.0
11902,X8GK,525,2024-08-23 12:11:50,1082.0
11903,BRWJ,1365,2024-08-23 12:13:55,1082.0
11919,LLYU,525,2024-08-23 13:30:41,1082.0
11921,ITZH,525,2024-08-23 18:33:09,91.0
11922,CJVC,1365,2024-08-23 18:34:37,91.0
11923,H36O,3930,2024-08-23 18:40:51,203.0
11924,JIEG,3930,2024-08-23 18:41:09,203.0
11925,4FP5,3930,2024-08-23 18:41:33,203.0
11926,SNFS,2448,2024-08-23 18:41:49,138.0
11927,58GM,2448,2024-08-23 18:42:13,138.0
11928,SWHV,2448,2024-08-23 18:42:34,138.0
11929,XLHO,3930,2024-08-23 18:42:34,203.0
11931,GODH,3930,2024-08-23 18:42:51,203.0
11933,Y268,3930,2024-08-23 18:43:19,203.0
11935,91HT,2448,2024-08-23 18:43:33,138.0
11937,OO3I,2448,2024-08-23 18:43:56,138.0
11938,JOYJ,3930,2024-08-23 19:01:30,203.0
11939,973Z,3930,2024-08-23 19:01:42,203.0
11940,XBUC,3930,2024-08-23 19:02:06,203.0
11941,GU5N,2448,2024-08-23 19:02:27,138.0
11942,GAIE,2448,2024-08-23 19:02:50,138.0
11943,0PHZ,2448,2024-08-23 19:03:05,138.0
11944,HRWL,3930,2024-08-23 19:03:06,203.0
11945,F6OJ,3930,2024-08-23 19:03:18,203.0
11947,PDSY,3930,2024-08-23 19:03:40,203.0
11950,DTJZ,2448,2024-08-23 19:03:59,138.0
11951,YYTU,2448,2024-08-23 19:04:24,138.0
11954,MPH3,3930,2024-08-23 19:04:40,203.0
11955,KT1Z,2448,2024-08-23 19:04:41,138.0
11956,UMIT,3930,2024-08-23 19:04:50,203.0
11960,7EOQ,3930,2024-08-23 19:05:19,203.0
11962,KDAJ,2448,2024-08-23 19:05:38,138.0
11964,PE0K,2448,2024-08-23 19:06:01,138.0
11966,BEAQ,3930,2024-08-23 19:06:18,203.0
11967,01UK,2448,2024-08-23 19:06:19,138.0
11969,5YEV,3930,2024-08-23 19:06:33,203.0
11972,IAFE,3930,2024-08-23 19:06:54,203.0
11974,Q0BP,2448,2024-08-23 19:07:14,138.0
11976,L5ZX,2448,2024-08-23 19:07:35,138.0
11978,IP2W,3930,2024-08-23 19:07:54,203.0
11979,1FZ7,2448,2024-08-23 19:07:54,138.0
11982,M8K0,3930,2024-08-23 19:08:11,203.0
11984,0XKS,3930,2024-08-23 19:08:32,203.0
11986,0FP9,2448,2024-08-23 19:08:54,138.0
11988,3KG0,2448,2024-08-23 19:09:10,138.0
11990,ZSX5,2448,2024-08-23 19:09:30,138.0
11991,7KB8,3930,2024-08-23 19:09:34,203.0
11994,R6YD,3930,2024-08-23 19:09:48,203.0
11996,XWQH,3930,2024-08-23 19:10:07,203.0
11998,XIRV,2448,2024-08-23 19:10:30,138.0
12000,OYLT,2448,2024-08-23 19:10:46,138.0
12002,NPGD,2448,2024-08-23 19:11:07,138.0
12005,GY4X,3930,2024-08-23 19:11:24,203.0
12008,TUXN,3930,2024-08-23 19:11:48,203.0
12010,8X41,2448,2024-08-23 19:12:03,138.0
12011,WPML,2448,2024-08-23 19:12:22,138.0
12014,KTMB,2448,2024-08-23 19:12:41,138.0
12021,RF5W,2125,2024-08-24 18:15:56,91.0
12022,SCLN,525,2024-08-24 18:17:25,91.0
12023,HMC0,3930,2024-08-24 18:21:40,203.0
12024,6FY6,3930,2024-08-24 18:34:55,203.0
12025,1JQJ,3930,2024-08-24 18:35:14,203.0
12026,WSBM,3930,2024-08-24 18:35:32,203.0
12027,P9YR,2448,2024-08-24 18:35:56,138.0
12028,KMAM,2448,2024-08-24 18:36:15,138.0
12029,7NCW,3930,2024-08-24 18:36:29,203.0
12030,1IQQ,2448,2024-08-24 18:36:32,138.0
12031,29RW,3930,2024-08-24 18:36:48,203.0
12034,0ALZ,3930,2024-08-24 18:37:09,203.0
12035,VR4H,2448,2024-08-24 18:37:30,138.0
12037,KISK,2448,2024-08-24 18:37:46,138.0
12039,J24K,3930,2024-08-24 18:38:01,203.0
12040,PGK8,2448,2024-08-24 18:38:05,138.0
12043,0TBO,3930,2024-08-24 18:38:25,203.0
12046,ZCAZ,3930,2024-08-24 18:38:41,203.0
12048,4AWS,2448,2024-08-24 18:39:04,138.0
12050,NBBO,2448,2024-08-24 18:39:21,138.0
12051,LBEW,2448,2024-08-24 18:39:39,138.0
12053,TE2H,3930,2024-08-24 18:39:40,203.0
12056,PXZO,3930,2024-08-24 18:40:01,203.0
12058,7XG8,3930,2024-08-24 18:40:18,203.0
12060,65CQ,2448,2024-08-24 18:40:33,138.0
12062,PWWR,2448,2024-08-24 18:40:54,138.0
12064,XLIL,3930,2024-08-24 18:41:16,203.0
12065,MQNG,2448,2024-08-24 18:41:16,138.0
12068,YQAV,3930,2024-08-24 18:41:36,203.0
12070,KXHJ,3930,2024-08-24 18:41:54,203.0
12072,5BAF,2448,2024-08-24 18:42:16,138.0
12074,UFPF,2448,2024-08-24 18:42:28,138.0
12076,JGY2,3930,2024-08-24 18:42:50,203.0
12077,PSDH,2448,2024-08-24 18:42:51,138.0
12080,LKYG,3930,2024-08-24 18:43:10,203.0
12083,CAIW,3930,2024-08-24 18:43:35,203.0
12084,AVIW,2448,2024-08-24 18:43:42,138.0
12086,47PC,2448,2024-08-24 18:44:03,138.0
12361,T8YQ,3930,2024-08-26 11:33:59,203.0
12362,HZHW,3930,2024-08-26 11:34:16,203.0
12363,IF2I,3930,2024-08-26 11:34:37,203.0
12364,I0T8,2448,2024-08-26 11:34:55,138.0
12365,YD5Z,2448,2024-08-26 11:35:18,138.0
12366,ZMID,2448,2024-08-26 11:35:35,138.0
12367,VJCI,3930,2024-08-26 11:35:35,203.0
12368,S4M3,3930,2024-08-26 11:35:57,203.0
12370,DW5Q,3930,2024-08-26 11:36:17,203.0
12373,VQSR,2448,2024-08-26 11:36:37,138.0
12374,OPFK,2448,2024-08-26 11:36:58,138.0
12376,IPHW,2448,2024-08-26 11:37:14,138.0
12377,RXZ9,3930,2024-08-26 11:37:15,203.0
12380,PTQD,3930,2024-08-26 11:37:34,203.0
12383,AYQW,3930,2024-08-26 11:37:55,203.0
12385,KOXX,2448,2024-08-26 11:38:18,138.0
12387,0WGL,2448,2024-08-26 11:38:34,138.0
12389,8KHC,3930,2024-08-26 11:38:52,203.0
12390,M5BV,2448,2024-08-26 11:38:57,138.0
12393,4LCI,3930,2024-08-26 11:39:19,203.0
12396,JPUW,3930,2024-08-26 11:39:39,203.0
12397,XJK5,2448,2024-08-26 11:39:54,138.0
12399,ZYNE,2448,2024-08-26 11:40:23,138.0
12401,PZTA,2448,2024-08-26 11:40:36,138.0
12402,VPTB,3930,2024-08-26 11:40:37,203.0
12405,CNIA,3930,2024-08-26 11:40:57,203.0
12408,TWVL,3930,2024-08-26 11:41:19,203.0
12409,MVJY,2448,2024-08-26 11:41:35,138.0
12411,HNR9,2448,2024-08-26 11:42:01,138.0
12413,MFHY,2448,2024-08-26 11:42:20,138.0
12415,R6PV,3930,2024-08-26 11:42:22,203.0
12419,63W0,3930,2024-08-26 11:42:45,203.0
12420,THVF,3930,2024-08-26 11:42:57,203.0
12421,YTED,2448,2024-08-26 11:43:25,138.0
12423,JDA2,2448,2024-08-26 11:43:42,138.0
12425,JDW2,2448,2024-08-26 11:44:00,138.0
12451,A7YY,3930,2024-08-26 13:36:24,203.0
12452,YDII,3930,2024-08-26 13:36:44,203.0
12453,4IDA,3930,2024-08-26 13:37:07,203.0
12454,OYJZ,3930,2024-08-26 13:37:33,203.0
12455,EFFV,3930,2024-08-26 13:37:56,203.0
12456,3B3X,3930,2024-08-26 13:38:03,203.0
12457,65NR,3930,2024-08-26 13:38:19,203.0
12458,YDLH,3930,2024-08-26 13:38:41,203.0
12459,3R1A,3930,2024-08-26 13:39:07,203.0
12460,VSIJ,3930,2024-08-26 13:39:32,203.0
12632,FM95,3930,2024-08-27 05:10:15,203.0
12633,D4LQ,3930,2024-08-27 05:10:41,203.0
12634,XODD,3930,2024-08-27 05:11:01,203.0
12635,HVAR,3930,2024-08-27 05:11:23,203.0
12636,JJBX,3930,2024-08-27 05:11:49,203.0
12637,SXXM,3930,2024-08-27 05:11:51,203.0
12638,WHBJ,3930,2024-08-27 05:12:20,203.0
12639,R6NH,3930,2024-08-27 05:12:36,203.0
12640,FDR5,3930,2024-08-27 05:12:57,203.0
12641,6IQA,3930,2024-08-27 05:13:28,203.0
12651,SCPV,3930,2024-08-27 05:30:02,203.0
12652,UDTF,3930,2024-08-27 05:30:26,203.0
12653,DBMX,3930,2024-08-27 05:30:48,203.0
12654,SL75,3930,2024-08-27 05:31:16,203.0
12655,NCYR,3930,2024-08-27 05:31:35,203.0
12656,SUVI,3930,2024-08-27 05:31:38,203.0
12657,6HYL,3930,2024-08-27 05:32:06,203.0
12658,9VGZ,3930,2024-08-27 05:32:26,203.0
12659,SMAI,3930,2024-08-27 05:32:48,203.0
12660,IOH2,3930,2024-08-27 05:33:13,203.0
12685,YCRC,3930,2024-08-27 06:14:58,203.0
12686,KFXC,3930,2024-08-27 06:15:23,203.0
12687,GYFA,3930,2024-08-27 06:15:44,203.0
12688,5MY0,3930,2024-08-27 06:16:49,203.0
12689,TKQA,3930,2024-08-27 06:16:49,203.0
12690,RZSY,3930,2024-08-27 06:17:36,203.0
